State,Crime_Head,Year,Count
Punjab,INSULT TO THE MODESTY OF WOMEN,2010,38
Rajasthan,INSULT TO THE MODESTY OF WOMEN,2010,23
Sikkim,INSULT TO THE MODESTY OF WOMEN,2010,0
Tamil Nadu,INSULT TO THE MODESTY OF WOMEN,2010,638
Tripura,INSULT TO THE MODESTY OF WOMEN,2010,9
Uttar Pradesh,INSULT TO THE MODESTY OF WOMEN,2010,11
Uttarakhand,INSULT TO THE MODESTY OF WOMEN,2010,165
West Bengal,INSULT TO THE MODESTY OF WOMEN,2010,163
A&N Islands,INSULT TO THE MODESTY OF WOMEN,2010,10
Chandigarh,INSULT TO THE MODESTY OF WOMEN,2010,4
D&N Haveli,INSULT TO THE MODESTY OF WOMEN,2010,2
Daman & Diu,INSULT TO THE MODESTY OF WOMEN,2010,0
Delhi UT,INSULT TO THE MODESTY OF WOMEN,2010,80
Lakshadweep,INSULT TO THE MODESTY OF WOMEN,2010,0
Puducherry,INSULT TO THE MODESTY OF WOMEN,2010,22
All India,INSULT TO THE MODESTY OF WOMEN,2010,9961
Andhra Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2010,12080
Arunachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2010,12
Assam,CRUELTY BY HUSBAND OR RELATIVES,2010,5410
Bihar,CRUELTY BY HUSBAND OR RELATIVES,2010,2271
Chhattisgarh,CRUELTY BY HUSBAND OR RELATIVES,2010,861
Goa,CRUELTY BY HUSBAND OR RELATIVES,2010,17
Gujarat,CRUELTY BY HUSBAND OR RELATIVES,2010,5600
Haryana,CRUELTY BY HUSBAND OR RELATIVES,2010,2720
Himachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2010,275
Jammu & Kashmir,CRUELTY BY HUSBAND OR RELATIVES,2010,211
Jharkhand,CRUELTY BY HUSBAND OR RELATIVES,2010,650
Karnataka,CRUELTY BY HUSBAND OR RELATIVES,2010,3441
Kerala,CRUELTY BY HUSBAND OR RELATIVES,2010,4797
Madhya Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2010,3756
Maharashtra,CRUELTY BY HUSBAND OR RELATIVES,2010,7434
Manipur,CRUELTY BY HUSBAND OR RELATIVES,2010,18
Meghalaya,CRUELTY BY HUSBAND OR RELATIVES,2010,24
Mizoram,CRUELTY BY HUSBAND OR RELATIVES,2010,3
Nagaland,CRUELTY BY HUSBAND OR RELATIVES,2010,1
Odisha,CRUELTY BY HUSBAND OR RELATIVES,2010,2067
Punjab,CRUELTY BY HUSBAND OR RELATIVES,2010,1163
Rajasthan,CRUELTY BY HUSBAND OR RELATIVES,2010,11145
Sikkim,CRUELTY BY HUSBAND OR RELATIVES,2010,3
Tamil Nadu,CRUELTY BY HUSBAND OR RELATIVES,2010,1570
Tripura,CRUELTY BY HUSBAND OR RELATIVES,2010,937
Uttar Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2010,7978
Uttarakhand,CRUELTY BY HUSBAND OR RELATIVES,2010,334
West Bengal,CRUELTY BY HUSBAND OR RELATIVES,2010,17796
A&N Islands,CRUELTY BY HUSBAND OR RELATIVES,2010,9
Chandigarh,CRUELTY BY HUSBAND OR RELATIVES,2010,41
D&N Haveli,CRUELTY BY HUSBAND OR RELATIVES,2010,3
Daman & Diu,CRUELTY BY HUSBAND OR RELATIVES,2010,3
Delhi UT,CRUELTY BY HUSBAND OR RELATIVES,2010,1404
Lakshadweep,CRUELTY BY HUSBAND OR RELATIVES,2010,0
Puducherry,CRUELTY BY HUSBAND OR RELATIVES,2010,7
All India,CRUELTY BY HUSBAND OR RELATIVES,2010,94041
Andhra Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2010,548
Arunachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2010,0
Assam,IMMORAL TRAFFIC(PREVENTION)ACT,2010,25
Bihar,IMMORAL TRAFFIC(PREVENTION)ACT,2010,24
Chhattisgarh,IMMORAL TRAFFIC(PREVENTION)ACT,2010,12
Goa,IMMORAL TRAFFIC(PREVENTION)ACT,2010,16
Gujarat,IMMORAL TRAFFIC(PREVENTION)ACT,2010,46
Haryana,IMMORAL TRAFFIC(PREVENTION)ACT,2010,57
Himachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2010,1
Jammu & Kashmir,IMMORAL TRAFFIC(PREVENTION)ACT,2010,4
Jharkhand,IMMORAL TRAFFIC(PREVENTION)ACT,2010,13
Karnataka,IMMORAL TRAFFIC(PREVENTION)ACT,2010,242
Kerala,IMMORAL TRAFFIC(PREVENTION)ACT,2010,309
Madhya Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2010,19
Maharashtra,IMMORAL TRAFFIC(PREVENTION)ACT,2010,306
Manipur,IMMORAL TRAFFIC(PREVENTION)ACT,2010,0
Meghalaya,IMMORAL TRAFFIC(PREVENTION)ACT,2010,3
Mizoram,IMMORAL TRAFFIC(PREVENTION)ACT,2010,0
Nagaland,IMMORAL TRAFFIC(PREVENTION)ACT,2010,2
Odisha,IMMORAL TRAFFIC(PREVENTION)ACT,2010,25
Punjab,IMMORAL TRAFFIC(PREVENTION)ACT,2010,59
Rajasthan,IMMORAL TRAFFIC(PREVENTION)ACT,2010,82
Sikkim,IMMORAL TRAFFIC(PREVENTION)ACT,2010,3
Tamil Nadu,IMMORAL TRAFFIC(PREVENTION)ACT,2010,567
Tripura,IMMORAL TRAFFIC(PREVENTION)ACT,2010,1
Uttar Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2010,23
Uttarakhand,IMMORAL TRAFFIC(PREVENTION)ACT,2010,4
West Bengal,IMMORAL TRAFFIC(PREVENTION)ACT,2010,56
A&N Islands,IMMORAL TRAFFIC(PREVENTION)ACT,2010,3
Chandigarh,IMMORAL TRAFFIC(PREVENTION)ACT,2010,3
D&N Haveli,IMMORAL TRAFFIC(PREVENTION)ACT,2010,1
Daman & Diu,IMMORAL TRAFFIC(PREVENTION)ACT,2010,6
Delhi UT,IMMORAL TRAFFIC(PREVENTION)ACT,2010,28
Lakshadweep,IMMORAL TRAFFIC(PREVENTION)ACT,2010,0
Puducherry,IMMORAL TRAFFIC(PREVENTION)ACT,2010,11
All India,IMMORAL TRAFFIC(PREVENTION)ACT,2010,2499
Andhra Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,753
Arunachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,0
Assam,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,0
Bihar,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,0
Chhattisgarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,1
Goa,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,0
Gujarat,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,0
Haryana,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,0
Himachal Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,0
Jammu & Kashmir,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,0
Jharkhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,6
Karnataka,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,0
Kerala,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,37
Madhya Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,0
Maharashtra,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,0
Manipur,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,0
Meghalaya,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,0
Mizoram,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,0
Nagaland,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,0
Odisha,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,0
Punjab,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,0
Rajasthan,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,80
Sikkim,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,0
Tamil Nadu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,14
Tripura,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,0
Uttar Pradesh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,1
Uttarakhand,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,0
West Bengal,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,2
A&N Islands,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,0
Chandigarh,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,0
D&N Haveli,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,0
Daman & Diu,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,0
Delhi UT,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,0
Lakshadweep,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,1
Puducherry,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,0
All India,INDECENT REPRESENTATION OF WOMEN(PREVENTION)ACT,2010,895
Andhra Pradesh,TOTAL CRIMES AGAINST WOMEN,2010,27244
Arunachal Pradesh,TOTAL CRIMES AGAINST WOMEN,2010,190
Assam,TOTAL CRIMES AGAINST WOMEN,2010,11555
Bihar,TOTAL CRIMES AGAINST WOMEN,2010,8471
Chhattisgarh,TOTAL CRIMES AGAINST WOMEN,2010,4176
Goa,TOTAL CRIMES AGAINST WOMEN,2010,140
Gujarat,TOTAL CRIMES AGAINST WOMEN,2010,8148
Haryana,TOTAL CRIMES AGAINST WOMEN,2010,5562
Himachal Pradesh,TOTAL CRIMES AGAINST WOMEN,2010,1028
Jammu & Kashmir,TOTAL CRIMES AGAINST WOMEN,2010,2611
Jharkhand,TOTAL CRIMES AGAINST WOMEN,2010,3087
Karnataka,TOTAL CRIMES AGAINST WOMEN,2010,8807
Kerala,TOTAL CRIMES AGAINST WOMEN,2010,9463
Madhya Pradesh,TOTAL CRIMES AGAINST WOMEN,2010,16468
Maharashtra,TOTAL CRIMES AGAINST WOMEN,2010,15737
Manipur,TOTAL CRIMES AGAINST WOMEN,2010,190
Meghalaya,TOTAL CRIMES AGAINST WOMEN,2010,261
Mizoram,TOTAL CRIMES AGAINST WOMEN,2010,170
Nagaland,TOTAL CRIMES AGAINST WOMEN,2010,41
Odisha,TOTAL CRIMES AGAINST WOMEN,2010,8501
Punjab,TOTAL CRIMES AGAINST WOMEN,2010,2853
Rajasthan,TOTAL CRIMES AGAINST WOMEN,2010,18182
Sikkim,TOTAL CRIMES AGAINST WOMEN,2010,42
Tamil Nadu,TOTAL CRIMES AGAINST WOMEN,2010,6708
Tripura,TOTAL CRIMES AGAINST WOMEN,2010,1678
Uttar Pradesh,TOTAL CRIMES AGAINST WOMEN,2010,20169
Uttarakhand,TOTAL CRIMES AGAINST WOMEN,2010,1074
West Bengal,TOTAL CRIMES AGAINST WOMEN,2010,26125
A&N Islands,TOTAL CRIMES AGAINST WOMEN,2010,85
Chandigarh,TOTAL CRIMES AGAINST WOMEN,2010,141
D&N Haveli,TOTAL CRIMES AGAINST WOMEN,2010,30
Daman & Diu,TOTAL CRIMES AGAINST WOMEN,2010,14
Delhi UT,TOTAL CRIMES AGAINST WOMEN,2010,4518
Lakshadweep,TOTAL CRIMES AGAINST WOMEN,2010,1
Puducherry,TOTAL CRIMES AGAINST WOMEN,2010,115
TOTAL Crime against Women,TOTAL CRIMES AGAINST WOMEN,2010,213585
Andhra Pradesh,RAPE,2011,1442
Arunachal Pradesh,RAPE,2011,42
Assam,RAPE,2011,1700
Bihar,RAPE,2011,934
Chhattisgarh,RAPE,2011,1053
Goa,RAPE,2011,29
Gujarat,RAPE,2011,439
Haryana,RAPE,2011,733
Himachal Pradesh,RAPE,2011,168
Jammu & Kashmir,RAPE,2011,277
Jharkhand,RAPE,2011,784
Karnataka,RAPE,2011,636
Kerala,RAPE,2011,1132
Madhya Pradesh,RAPE,2011,3406
Maharashtra,RAPE,2011,1701
Manipur,RAPE,2011,53
Meghalaya,RAPE,2011,130
Mizoram,RAPE,2011,77
Nagaland,RAPE,2011,23
Odisha,RAPE,2011,1112
Punjab,RAPE,2011,479
Rajasthan,RAPE,2011,1800
Sikkim,RAPE,2011,16
Tamil Nadu,RAPE,2011,677
Tripura,RAPE,2011,205
Uttar Pradesh,RAPE,2011,2042
Uttarakhand,RAPE,2011,129
West Bengal,RAPE,2011,2363
A&N Islands,RAPE,2011,13
Chandigarh,RAPE,2011,27
D&N Haveli,RAPE,2011,4
Daman & Diu,RAPE,2011,1
Delhi UT,RAPE,2011,572
Lakshadweep,RAPE,2011,0
Puducherry,RAPE,2011,7
All India,RAPE,2011,24206
Andhra Pradesh,KIDNAPPING & ABDUCTION,2011,1612
Arunachal Pradesh,KIDNAPPING & ABDUCTION,2011,60
Assam,KIDNAPPING & ABDUCTION,2011,3192
Bihar,KIDNAPPING & ABDUCTION,2011,3050
Chhattisgarh,KIDNAPPING & ABDUCTION,2011,365
Goa,KIDNAPPING & ABDUCTION,2011,17
Gujarat,KIDNAPPING & ABDUCTION,2011,1442
Haryana,KIDNAPPING & ABDUCTION,2011,733
Himachal Pradesh,KIDNAPPING & ABDUCTION,2011,191
Jammu & Kashmir,KIDNAPPING & ABDUCTION,2011,1023
Jharkhand,KIDNAPPING & ABDUCTION,2011,660
Karnataka,KIDNAPPING & ABDUCTION,2011,715
Kerala,KIDNAPPING & ABDUCTION,2011,221
Madhya Pradesh,KIDNAPPING & ABDUCTION,2011,1088
Maharashtra,KIDNAPPING & ABDUCTION,2011,1252
Manipur,KIDNAPPING & ABDUCTION,2011,116
Meghalaya,KIDNAPPING & ABDUCTION,2011,37
Mizoram,KIDNAPPING & ABDUCTION,2011,0
Nagaland,KIDNAPPING & ABDUCTION,2011,3
Odisha,KIDNAPPING & ABDUCTION,2011,1008
Punjab,KIDNAPPING & ABDUCTION,2011,517
Rajasthan,KIDNAPPING & ABDUCTION,2011,2713
Sikkim,KIDNAPPING & ABDUCTION,2011,10
Tamil Nadu,KIDNAPPING & ABDUCTION,2011,1743
Tripura,KIDNAPPING & ABDUCTION,2011,116
Uttar Pradesh,KIDNAPPING & ABDUCTION,2011,7525
Uttarakhand,KIDNAPPING & ABDUCTION,2011,283
West Bengal,KIDNAPPING & ABDUCTION,2011,3711
A&N Islands,KIDNAPPING & ABDUCTION,2011,12
Chandigarh,KIDNAPPING & ABDUCTION,2011,46
D&N Haveli,KIDNAPPING & ABDUCTION,2011,8
Daman & Diu,KIDNAPPING & ABDUCTION,2011,2
Delhi UT,KIDNAPPING & ABDUCTION,2011,2085
Lakshadweep,KIDNAPPING & ABDUCTION,2011,0
Puducherry,KIDNAPPING & ABDUCTION,2011,9
ALL INDIA K&A,KIDNAPPING & ABDUCTION,2011,35565
Andhra Pradesh,DOWRY DEATH,2011,599
Arunachal Pradesh,DOWRY DEATH,2011,0
Assam,DOWRY DEATH,2011,121
Bihar,DOWRY DEATH,2011,1413
Chhattisgarh,DOWRY DEATH,2011,104
Goa,DOWRY DEATH,2011,1
Gujarat,DOWRY DEATH,2011,30
Haryana,DOWRY DEATH,2011,255
Himachal Pradesh,DOWRY DEATH,2011,4
Jammu & Kashmir,DOWRY DEATH,2011,11
Jharkhand,DOWRY DEATH,2011,282
Karnataka,DOWRY DEATH,2011,267
Kerala,DOWRY DEATH,2011,15
Madhya Pradesh,DOWRY DEATH,2011,811
Maharashtra,DOWRY DEATH,2011,339
Manipur,DOWRY DEATH,2011,1
Meghalaya,DOWRY DEATH,2011,1
Mizoram,DOWRY DEATH,2011,0
Nagaland,DOWRY DEATH,2011,0
Odisha,DOWRY DEATH,2011,465
Punjab,DOWRY DEATH,2011,143
Rajasthan,DOWRY DEATH,2011,514
Sikkim,DOWRY DEATH,2011,0
Tamil Nadu,DOWRY DEATH,2011,152
Tripura,DOWRY DEATH,2011,30
Uttar Pradesh,DOWRY DEATH,2011,2322
Uttarakhand,DOWRY DEATH,2011,83
West Bengal,DOWRY DEATH,2011,510
A&N Islands,DOWRY DEATH,2011,0
Chandigarh,DOWRY DEATH,2011,2
D&N Haveli,DOWRY DEATH,2011,0
Daman & Diu,DOWRY DEATH,2011,0
Delhi UT,DOWRY DEATH,2011,142
Lakshadweep,DOWRY DEATH,2011,0
Puducherry,DOWRY DEATH,2011,1
ALL INDIA ,DOWRY DEATH,2011,8618
Andhra Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,4849
Arunachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,51
Assam,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,1193
Bihar,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,790
Chhattisgarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,1654
Goa,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,29
Gujarat,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,685
Haryana,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,474
Himachal Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,331
Jammu & Kashmir,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,1194
Jharkhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,317
Karnataka,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,2608
Kerala,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,3756
Madhya Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,6665
Maharashtra,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,3794
Manipur,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,38
Meghalaya,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,74
Mizoram,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,72
Nagaland,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,9
Odisha,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,3207
Punjab,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,282
Rajasthan,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,2447
Sikkim,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,24
Tamil Nadu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,1467
Tripura,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,294
Uttar Pradesh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,3455
Uttarakhand,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,116
West Bengal,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,2363
A&N Islands,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,15
Chandigarh,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,21
D&N Haveli,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,2
Daman & Diu,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,0
Delhi UT,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,657
Lakshadweep,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,0
Puducherry,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,35
All India,ASSAULT ON WOMEN WITH INTENT TO OUTRAGE HER MODESTY,2011,42968
Andhra Pradesh,INSULT TO THE MODESTY OF WOMEN,2011,3658
Arunachal Pradesh,INSULT TO THE MODESTY OF WOMEN,2011,0
Assam,INSULT TO THE MODESTY OF WOMEN,2011,8
Bihar,INSULT TO THE MODESTY OF WOMEN,2011,11
Chhattisgarh,INSULT TO THE MODESTY OF WOMEN,2011,174
Goa,INSULT TO THE MODESTY OF WOMEN,2011,12
Gujarat,INSULT TO THE MODESTY OF WOMEN,2011,93
Haryana,INSULT TO THE MODESTY OF WOMEN,2011,490
Himachal Pradesh,INSULT TO THE MODESTY OF WOMEN,2011,62
Jammu & Kashmir,INSULT TO THE MODESTY OF WOMEN,2011,350
Jharkhand,INSULT TO THE MODESTY OF WOMEN,2011,7
Karnataka,INSULT TO THE MODESTY OF WOMEN,2011,81
Kerala,INSULT TO THE MODESTY OF WOMEN,2011,573
Madhya Pradesh,INSULT TO THE MODESTY OF WOMEN,2011,762
Maharashtra,INSULT TO THE MODESTY OF WOMEN,2011,1071
Manipur,INSULT TO THE MODESTY OF WOMEN,2011,0
Meghalaya,INSULT TO THE MODESTY OF WOMEN,2011,1
Mizoram,INSULT TO THE MODESTY OF WOMEN,2011,1
Nagaland,INSULT TO THE MODESTY OF WOMEN,2011,0
Odisha,INSULT TO THE MODESTY OF WOMEN,2011,235
Punjab,INSULT TO THE MODESTY OF WOMEN,2011,31
Rajasthan,INSULT TO THE MODESTY OF WOMEN,2011,9
Sikkim,INSULT TO THE MODESTY OF WOMEN,2011,0
Tamil Nadu,INSULT TO THE MODESTY OF WOMEN,2011,464
Tripura,INSULT TO THE MODESTY OF WOMEN,2011,9
Uttar Pradesh,INSULT TO THE MODESTY OF WOMEN,2011,3
Uttarakhand,INSULT TO THE MODESTY OF WOMEN,2011,72
West Bengal,INSULT TO THE MODESTY OF WOMEN,2011,200
A&N Islands,INSULT TO THE MODESTY OF WOMEN,2011,3
Chandigarh,INSULT TO THE MODESTY OF WOMEN,2011,12
D&N Haveli,INSULT TO THE MODESTY OF WOMEN,2011,0
Daman & Diu,INSULT TO THE MODESTY OF WOMEN,2011,0
Delhi UT,INSULT TO THE MODESTY OF WOMEN,2011,162
Lakshadweep,INSULT TO THE MODESTY OF WOMEN,2011,0
Puducherry,INSULT TO THE MODESTY OF WOMEN,2011,16
All India,INSULT TO THE MODESTY OF WOMEN,2011,8570
Andhra Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2011,13376
Arunachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2011,18
Assam,CRUELTY BY HUSBAND OR RELATIVES,2011,5246
Bihar,CRUELTY BY HUSBAND OR RELATIVES,2011,2607
Chhattisgarh,CRUELTY BY HUSBAND OR RELATIVES,2011,834
Goa,CRUELTY BY HUSBAND OR RELATIVES,2011,18
Gujarat,CRUELTY BY HUSBAND OR RELATIVES,2011,6052
Haryana,CRUELTY BY HUSBAND OR RELATIVES,2011,2740
Himachal Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2011,239
Jammu & Kashmir,CRUELTY BY HUSBAND OR RELATIVES,2011,286
Jharkhand,CRUELTY BY HUSBAND OR RELATIVES,2011,659
Karnataka,CRUELTY BY HUSBAND OR RELATIVES,2011,3712
Kerala,CRUELTY BY HUSBAND OR RELATIVES,2011,5377
Madhya Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2011,3732
Maharashtra,CRUELTY BY HUSBAND OR RELATIVES,2011,7136
Manipur,CRUELTY BY HUSBAND OR RELATIVES,2011,39
Meghalaya,CRUELTY BY HUSBAND OR RELATIVES,2011,21
Mizoram,CRUELTY BY HUSBAND OR RELATIVES,2011,9
Nagaland,CRUELTY BY HUSBAND OR RELATIVES,2011,1
Odisha,CRUELTY BY HUSBAND OR RELATIVES,2011,2320
Punjab,CRUELTY BY HUSBAND OR RELATIVES,2011,1136
Rajasthan,CRUELTY BY HUSBAND OR RELATIVES,2011,12218
Sikkim,CRUELTY BY HUSBAND OR RELATIVES,2011,4
Tamil Nadu,CRUELTY BY HUSBAND OR RELATIVES,2011,1812
Tripura,CRUELTY BY HUSBAND OR RELATIVES,2011,702
Uttar Pradesh,CRUELTY BY HUSBAND OR RELATIVES,2011,7121
Uttarakhand,CRUELTY BY HUSBAND OR RELATIVES,2011,307
West Bengal,CRUELTY BY HUSBAND OR RELATIVES,2011,19772
A&N Islands,CRUELTY BY HUSBAND OR RELATIVES,2011,5
Chandigarh,CRUELTY BY HUSBAND OR RELATIVES,2011,46
D&N Haveli,CRUELTY BY HUSBAND OR RELATIVES,2011,3
Daman & Diu,CRUELTY BY HUSBAND OR RELATIVES,2011,2
Delhi UT,CRUELTY BY HUSBAND OR RELATIVES,2011,1575
Lakshadweep,CRUELTY BY HUSBAND OR RELATIVES,2011,0
Puducherry,CRUELTY BY HUSBAND OR RELATIVES,2011,10
All India,CRUELTY BY HUSBAND OR RELATIVES,2011,99135
Andhra Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2011,497
Arunachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2011,0
Assam,IMMORAL TRAFFIC(PREVENTION)ACT,2011,21
Bihar,IMMORAL TRAFFIC(PREVENTION)ACT,2011,23
Chhattisgarh,IMMORAL TRAFFIC(PREVENTION)ACT,2011,15
Goa,IMMORAL TRAFFIC(PREVENTION)ACT,2011,18
Gujarat,IMMORAL TRAFFIC(PREVENTION)ACT,2011,46
Haryana,IMMORAL TRAFFIC(PREVENTION)ACT,2011,57
Himachal Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2011,2
Jammu & Kashmir,IMMORAL TRAFFIC(PREVENTION)ACT,2011,2
Jharkhand,IMMORAL TRAFFIC(PREVENTION)ACT,2011,15
Karnataka,IMMORAL TRAFFIC(PREVENTION)ACT,2011,351
Kerala,IMMORAL TRAFFIC(PREVENTION)ACT,2011,197
Madhya Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2011,24
Maharashtra,IMMORAL TRAFFIC(PREVENTION)ACT,2011,390
Manipur,IMMORAL TRAFFIC(PREVENTION)ACT,2011,0
Meghalaya,IMMORAL TRAFFIC(PREVENTION)ACT,2011,2
Mizoram,IMMORAL TRAFFIC(PREVENTION)ACT,2011,8
Nagaland,IMMORAL TRAFFIC(PREVENTION)ACT,2011,2
Odisha,IMMORAL TRAFFIC(PREVENTION)ACT,2011,23
Punjab,IMMORAL TRAFFIC(PREVENTION)ACT,2011,50
Rajasthan,IMMORAL TRAFFIC(PREVENTION)ACT,2011,81
Sikkim,IMMORAL TRAFFIC(PREVENTION)ACT,2011,1
Tamil Nadu,IMMORAL TRAFFIC(PREVENTION)ACT,2011,420
Tripura,IMMORAL TRAFFIC(PREVENTION)ACT,2011,2
Uttar Pradesh,IMMORAL TRAFFIC(PREVENTION)ACT,2011,43
Uttarakhand,IMMORAL TRAFFIC(PREVENTION)ACT,2011,3
West Bengal,IMMORAL TRAFFIC(PREVENTION)ACT,2011,96
A&N Islands,IMMORAL TRAFFIC(PREVENTION)ACT,2011,3
Chandigarh,IMMORAL TRAFFIC(PREVENTION)ACT,2011,1
D&N Haveli,IMMORAL TRAFFIC(PREVENTION)ACT,2011,1
Daman & Diu,IMMORAL TRAFFIC(PREVENTION)ACT,2011,6
Delhi UT,IMMORAL TRAFFIC(PREVENTION)ACT,2011,33
Lakshadweep,IMMORAL TRAFFIC(PREVENTION)ACT,2011,0
Puducherry,IMMORAL TRAFFIC(PREVENTION)ACT,2011,3
All India,IMMORAL TRAFFIC(PREVENTION)ACT,2011,2436
