State,Year,Crime_Head,Count
Rajasthan,2011,AoM,9
Sikkim,2011,AoM,0
Tamil Nadu,2011,AoM,464
Telangana,2011,AoM,0
Tripura,2011,AoM,9
Uttar Pradesh,2011,AoM,3
Uttarakhand,2011,AoM,72
West Bengal,2011,AoM,200
A & N Islands,2011,AoM,3
Chandigarh,2011,AoM,12
D&N Haveli,2011,AoM,0
Daman & Diu,2011,AoM,0
Delhi UT,2011,AoM,162
Lakshadweep,2011,AoM,0
Puducherry,2011,AoM,16
Andhra Pradesh,2012,AoM,3714
Arunachal Pradesh,2012,AoM,2
Assam,2012,AoM,5
Bihar,2012,AoM,37
Chhattisgarh,2012,AoM,162
Goa,2012,AoM,16
Gujarat,2012,AoM,93
Haryana,2012,AoM,434
Himachal Pradesh,2012,AoM,68
Jammu & Kashmir,2012,AoM,347
Jharkhand,2012,AoM,10
Karnataka,2012,AoM,100
Kerala,2012,AoM,498
Madhya Pradesh,2012,AoM,774
Maharashtra,2012,AoM,1294
Manipur,2012,AoM,1
Meghalaya,2012,AoM,0
Mizoram,2012,AoM,0
Nagaland,2012,AoM,0
Odisha,2012,AoM,304
Punjab,2012,AoM,31
Rajasthan,2012,AoM,18
Sikkim,2012,AoM,0
Tamil Nadu,2012,AoM,382
Telangana,2012,AoM,0
Tripura,2012,AoM,7
Uttar Pradesh,2012,AoM,8
Uttarakhand,2012,AoM,73
West Bengal,2012,AoM,556
A & N Islands,2012,AoM,4
Chandigarh,2012,AoM,25
D&N Haveli,2012,AoM,0
Daman & Diu,2012,AoM,0
Delhi UT,2012,AoM,208
Lakshadweep,2012,AoM,0
Puducherry,2012,AoM,2
Andhra Pradesh,2013,AoM,4702
Arunachal Pradesh,2013,AoM,3
Assam,2013,AoM,14
Bihar,2013,AoM,52
Chhattisgarh,2013,AoM,180
Goa,2013,AoM,54
Gujarat,2013,AoM,77
Haryana,2013,AoM,643
Himachal Pradesh,2013,AoM,111
Jammu & Kashmir,2013,AoM,354
Jharkhand,2013,AoM,18
Karnataka,2013,AoM,137
Kerala,2013,AoM,404
Madhya Pradesh,2013,AoM,736
Maharashtra,2013,AoM,2632
Manipur,2013,AoM,0
Meghalaya,2013,AoM,0
Mizoram,2013,AoM,0
Nagaland,2013,AoM,1
Odisha,2013,AoM,426
Punjab,2013,AoM,67
Rajasthan,2013,AoM,25
Sikkim,2013,AoM,0
Tamil Nadu,2013,AoM,313
Telangana,2013,AoM,0
Tripura,2013,AoM,7
Uttar Pradesh,2013,AoM,25
Uttarakhand,2013,AoM,72
West Bengal,2013,AoM,577
A & N Islands,2013,AoM,8
Chandigarh,2013,AoM,26
D&N Haveli,2013,AoM,1
Daman & Diu,2013,AoM,0
Delhi UT,2013,AoM,916
Lakshadweep,2013,AoM,0
Puducherry,2013,AoM,8
Andhra Pradesh,2014,AoM,1072
Arunachal Pradesh,2014,AoM,21
Assam,2014,AoM,458
Bihar,2014,AoM,271
Chhattisgarh,2014,AoM,649
Goa,2014,AoM,50
Gujarat,2014,AoM,405
Haryana,2014,AoM,599
Himachal Pradesh,2014,AoM,159
Jammu & Kashmir,2014,AoM,242
Jharkhand,2014,AoM,114
Karnataka,2014,AoM,253
Kerala,2014,AoM,980
Madhya Pradesh,2014,AoM,3163
Maharashtra,2014,AoM,4052
Manipur,2014,AoM,5
Meghalaya,2014,AoM,0
Mizoram,2014,AoM,53
Nagaland,2014,AoM,5
Odisha,2014,AoM,802
Punjab,2014,AoM,344
Rajasthan,2014,AoM,727
Sikkim,2014,AoM,14
Tamil Nadu,2014,AoM,46
Telangana,2014,AoM,620
Tripura,2014,AoM,82
Uttar Pradesh,2014,AoM,4435
Uttarakhand,2014,AoM,22
West Bengal,2014,AoM,1045
A & N Islands,2014,AoM,18
Chandigarh,2014,AoM,31
D&N Haveli,2014,AoM,0
Daman & Diu,2014,AoM,3
Delhi UT,2014,AoM,1186
Lakshadweep,2014,AoM,0
Puducherry,2014,AoM,12
Andhra Pradesh,2015,AoM,1070
Arunachal Pradesh,2015,AoM,15
Assam,2015,AoM,499
Bihar,2015,AoM,78
Chhattisgarh,2015,AoM,507
Goa,2015,AoM,58
Gujarat,2015,AoM,536
Haryana,2015,AoM,688
Himachal Pradesh,2015,AoM,99
Jammu & Kashmir,2015,AoM,244
Jharkhand,2015,AoM,531
Karnataka,2015,AoM,535
Kerala,2015,AoM,1145
Madhya Pradesh,2015,AoM,2559
Maharashtra,2015,AoM,4751
Manipur,2015,AoM,2
Meghalaya,2015,AoM,22
Mizoram,2015,AoM,53
Nagaland,2015,AoM,6
Odisha,2015,AoM,886
Punjab,2015,AoM,400
Rajasthan,2015,AoM,649
Sikkim,2015,AoM,5
Tamil Nadu,2015,AoM,197
Telangana,2015,AoM,620
Tripura,2015,AoM,28
Uttar Pradesh,2015,AoM,5925
Uttarakhand,2015,AoM,51
West Bengal,2015,AoM,674
A & N Islands,2015,AoM,23
Chandigarh,2015,AoM,22
D&N Haveli,2015,AoM,0
Daman & Diu,2015,AoM,3
Delhi UT,2015,AoM,1150
Lakshadweep,2015,AoM,0
Puducherry,2015,AoM,10
Andhra Pradesh,2016,AoM,1305
Arunachal Pradesh,2016,AoM,4
Assam,2016,AoM,677
Bihar,2016,AoM,124
Chhattisgarh,2016,AoM,244
Goa,2016,AoM,41
Gujarat,2016,AoM,473
Haryana,2016,AoM,699
Himachal Pradesh,2016,AoM,114
Jammu & Kashmir,2016,AoM,253
Jharkhand,2016,AoM,373
Karnataka,2016,AoM,703
Kerala,2016,AoM,1273
Madhya Pradesh,2016,AoM,3128
Maharashtra,2016,AoM,4057
Manipur,2016,AoM,15
Meghalaya,2016,AoM,20
Mizoram,2016,AoM,44
Nagaland,2016,AoM,6
Odisha,2016,AoM,979
Punjab,2016,AoM,325
Rajasthan,2016,AoM,483
Sikkim,2016,AoM,8
Tamil Nadu,2016,AoM,115
Telangana,2016,AoM,859
Tripura,2016,AoM,52
Uttar Pradesh,2016,AoM,9422
Uttarakhand,2016,AoM,35
West Bengal,2016,AoM,663
A & N Islands,2016,AoM,15
Chandigarh,2016,AoM,26
D&N Haveli,2016,AoM,0
Daman & Diu,2016,AoM,0
Delhi UT,2016,AoM,796
Lakshadweep,2016,AoM,0
Puducherry,2016,AoM,13
Andhra Pradesh,2017,AoM,1998
Arunachal Pradesh,2017,AoM,5
Assam,2017,AoM,108
Bihar,2017,AoM,1
Chhattisgarh,2017,AoM,144
Goa,2017,AoM,31
Gujarat,2017,AoM,17
Haryana,2017,AoM,179
Himachal Pradesh,2017,AoM,52
Jammu & Kashmir,2017,AoM,41
Jharkhand,2017,AoM,104
Karnataka,2017,AoM,212
Kerala,2017,AoM,421
Madhya Pradesh,2017,AoM,277
Maharashtra,2017,AoM,919
Manipur,2017,AoM,8
Meghalaya,2017,AoM,21
Mizoram,2017,AoM,2
Nagaland,2017,AoM,0
Odisha,2017,AoM,490
Punjab,2017,AoM,22
Rajasthan,2017,AoM,24
Sikkim,2017,AoM,7
Tamil Nadu,2017,AoM,9
Telangana,2017,AoM,1160
Tripura,2017,AoM,9
Uttar Pradesh,2017,AoM,91
Uttarakhand,2017,AoM,4
West Bengal,2017,AoM,448
A & N Islands,2017,AoM,11
Chandigarh,2017,AoM,12
D&N Haveli,2017,AoM,0
Daman & Diu,2017,AoM,1
Delhi UT,2017,AoM,619
Lakshadweep,2017,AoM,0
Puducherry,2017,AoM,4
Andhra Pradesh,2018,AoM,1802
Arunachal Pradesh,2018,AoM,12
Assam,2018,AoM,171
Bihar,2018,AoM,30
Chhattisgarh,2018,AoM,184
Goa,2018,AoM,26
Gujarat,2018,AoM,12
Haryana,2018,AoM,192
Himachal Pradesh,2018,AoM,78
Jammu & Kashmir,2018,AoM,25
Jharkhand,2018,AoM,37
Karnataka,2018,AoM,138
Kerala,2018,AoM,461
Madhya Pradesh,2018,AoM,270
Maharashtra,2018,AoM,1074
Manipur,2018,AoM,8
Meghalaya,2018,AoM,16
Mizoram,2018,AoM,1
Nagaland,2018,AoM,5
Odisha,2018,AoM,506
Punjab,2018,AoM,19
Rajasthan,2018,AoM,34
Sikkim,2018,AoM,5
Tamil Nadu,2018,AoM,14
Telangana,2018,AoM,878
Tripura,2018,AoM,6
Uttar Pradesh,2018,AoM,17
Uttarakhand,2018,AoM,8
West Bengal,2018,AoM,391
A & N Islands,2018,AoM,4
Chandigarh,2018,AoM,3
D&N Haveli,2018,AoM,2
Daman & Diu,2018,AoM,1
Delhi UT,2018,AoM,552
Lakshadweep,2018,AoM,1
Puducherry,2018,AoM,9
Andhra Pradesh,2019,AoM,1892
Arunachal Pradesh,2019,AoM,6
Assam,2019,AoM,385
Bihar,2019,AoM,11
Chhattisgarh,2019,AoM,232
Goa,2019,AoM,37
Gujarat,2019,AoM,16
Haryana,2019,AoM,173
Himachal Pradesh,2019,AoM,72
Jammu & Kashmir,2019,AoM,15
Jharkhand,2019,AoM,7
Karnataka,2019,AoM,107
Kerala,2019,AoM,435
Madhya Pradesh,2019,AoM,174
Maharashtra,2019,AoM,1074
Manipur,2019,AoM,7
Meghalaya,2019,AoM,18
Mizoram,2019,AoM,0
Nagaland,2019,AoM,1
Odisha,2019,AoM,536
Punjab,2019,AoM,35
Rajasthan,2019,AoM,69
Sikkim,2019,AoM,2
Tamil Nadu,2019,AoM,7
Telangana,2019,AoM,695
Tripura,2019,AoM,5
Uttar Pradesh,2019,AoM,42
Uttarakhand,2019,AoM,10
West Bengal,2019,AoM,391
A & N Islands,2019,AoM,3
Chandigarh,2019,AoM,15
D&N Haveli,2019,AoM,0
Daman & Diu,2019,AoM,3
Delhi UT,2019,AoM,456
Lakshadweep,2019,AoM,8
Puducherry,2019,AoM,0
Andhra Pradesh,2020,AoM,2342
Arunachal Pradesh,2020,AoM,3
Assam,2020,AoM,90
Bihar,2020,AoM,6
Chhattisgarh,2020,AoM,279
Goa,2020,AoM,35
Gujarat,2020,AoM,17
Haryana,2020,AoM,183
Himachal Pradesh,2020,AoM,88
Jammu & Kashmir,2020,AoM,6
Jharkhand,2020,AoM,70
Karnataka,2020,AoM,442
Kerala,2020,AoM,200
Madhya Pradesh,2020,AoM,969
Maharashtra,2020,AoM,8
Manipur,2020,AoM,16
Meghalaya,2020,AoM,3
Mizoram,2020,AoM,2
Nagaland,2020,AoM,615
Odisha,2020,AoM,28
Punjab,2020,AoM,85
Rajasthan,2020,AoM,0
Sikkim,2020,AoM,31
Tamil Nadu,2020,AoM,565
Telangana,2020,AoM,3
Tripura,2020,AoM,28
Uttar Pradesh,2020,AoM,43
Uttarakhand,2020,AoM,446
West Bengal,2020,AoM,3
A & N Islands,2020,AoM,4
Chandigarh,2020,AoM,3
D&N Haveli,2020,AoM,416
Daman & Diu,2020,AoM,35
Delhi UT,2020,AoM,0
Lakshadweep,2020,AoM,1
Puducherry,2020,AoM,0
Andhra Pradesh,2021,AoM,2370
Arunachal Pradesh,2021,AoM,10
Assam,2021,AoM,184
Bihar,2021,AoM,1
Chhattisgarh,2021,AoM,238
Goa,2021,AoM,20
Gujarat,2021,AoM,7
Haryana,2021,AoM,290
Himachal Pradesh,2021,AoM,94
Jammu & Kashmir,2021,AoM,6
Jharkhand,2021,AoM,71
Karnataka,2021,AoM,504
Kerala,2021,AoM,250
Madhya Pradesh,2021,AoM,1038
Maharashtra,2021,AoM,16
Manipur,2021,AoM,24
Meghalaya,2021,AoM,0
Mizoram,2021,AoM,1
Nagaland,2021,AoM,838
Odisha,2021,AoM,39
Punjab,2021,AoM,73
Rajasthan,2021,AoM,0
Sikkim,2021,AoM,32
Tamil Nadu,2021,AoM,775
Telangana,2021,AoM,1
Tripura,2021,AoM,27
Uttar Pradesh,2021,AoM,13
Uttarakhand,2021,AoM,424
West Bengal,2021,AoM,4
A & N Islands,2021,AoM,6
Chandigarh,2021,AoM,0
D&N Haveli,2021,AoM,417
Daman & Diu,2021,AoM,10
Delhi UT,2021,AoM,1
Lakshadweep,2021,AoM,1
Puducherry,2021,AoM,3
ANDHRA PRADESH,2001,DV,5791
ARUNACHAL PRADESH,2001,DV,11
ASSAM,2001,DV,1248
BIHAR,2001,DV,1558
CHHATTISGARH,2001,DV,840
GOA,2001,DV,11
GUJARAT,2001,DV,3667
HARYANA,2001,DV,1513
HIMACHAL PRADESH,2001,DV,317
JAMMU & KASHMIR,2001,DV,50
JHARKHAND,2001,DV,484
KARNATAKA,2001,DV,1755
KERALA,2001,DV,2561
MADHYA PRADESH,2001,DV,2562
MAHARASHTRA,2001,DV,6090
MANIPUR,2001,DV,5
MEGHALAYA,2001,DV,4
MIZORAM,2001,DV,16
NAGALAND,2001,DV,0
ODISHA,2001,DV,1266
PUNJAB,2001,DV,1128
RAJASTHAN,2001,DV,5532
SIKKIM,2001,DV,0
TAMIL NADU,2001,DV,815
TRIPURA,2001,DV,227
UTTAR PRADESH,2001,DV,7365
UTTARAKHAND,2001,DV,301
WEST BENGAL,2001,DV,3859
A & N ISLANDS,2001,DV,9
CHANDIGARH,2001,DV,36
D & N HAVELI,2001,DV,4
DAMAN & DIU,2001,DV,4
LAKSHADWEEP,2001,DV,0
PUDUCHERRY,2001,DV,3
ANDHRA PRADESH,2002,DV,7018
ARUNACHAL PRADESH,2002,DV,13
ASSAM,2002,DV,1694
BIHAR,2002,DV,1577
CHHATTISGARH,2002,DV,653
GOA,2002,DV,8
GUJARAT,2002,DV,3321
HARYANA,2002,DV,1565
HIMACHAL PRADESH,2002,DV,234
JAMMU & KASHMIR,2002,DV,54
JHARKHAND,2002,DV,588
KARNATAKA,2002,DV,1826
KERALA,2002,DV,2836
MADHYA PRADESH,2002,DV,3117
MAHARASHTRA,2002,DV,5353
MANIPUR,2002,DV,10
MEGHALAYA,2002,DV,0
MIZORAM,2002,DV,3
NAGALAND,2002,DV,0
ODISHA,2002,DV,1167
PUNJAB,2002,DV,944
RAJASTHAN,2002,DV,5691
SIKKIM,2002,DV,3
TAMIL NADU,2002,DV,1052
TRIPURA,2002,DV,236
UTTAR PRADESH,2002,DV,5679
UTTARAKHAND,2002,DV,316
WEST BENGAL,2002,DV,4069
A & N ISLANDS,2002,DV,4
CHANDIGARH,2002,DV,56
D & N HAVELI,2002,DV,3
DAMAN & DIU,2002,DV,3
LAKSHADWEEP,2002,DV,0
PUDUCHERRY,2002,DV,9
ANDHRA PRADESH,2003,DV,8167
ARUNACHAL PRADESH,2003,DV,14
ASSAM,2003,DV,1808
BIHAR,2003,DV,1880
CHHATTISGARH,2003,DV,601
GOA,2003,DV,24
GUJARAT,2003,DV,3684
HARYANA,2003,DV,1618
HIMACHAL PRADESH,2003,DV,221
JAMMU & KASHMIR,2003,DV,71
JHARKHAND,2003,DV,559
KARNATAKA,2003,DV,1704
KERALA,2003,DV,2930
MADHYA PRADESH,2003,DV,2938
MAHARASHTRA,2003,DV,5452
MANIPUR,2003,DV,4
MEGHALAYA,2003,DV,4
MIZORAM,2003,DV,3
NAGALAND,2003,DV,0
ODISHA,2003,DV,1289
PUNJAB,2003,DV,987
RAJASTHAN,2003,DV,5733
SIKKIM,2003,DV,1
TAMIL NADU,2003,DV,1555
TRIPURA,2003,DV,247
UTTAR PRADESH,2003,DV,2626
UTTARAKHAND,2003,DV,317
WEST BENGAL,2003,DV,4948
A & N ISLANDS,2003,DV,7
CHANDIGARH,2003,DV,93
D & N HAVELI,2003,DV,2
DAMAN & DIU,2003,DV,0
LAKSHADWEEP,2003,DV,1
PUDUCHERRY,2003,DV,4
ANDHRA PRADESH,2004,DV,8388
ARUNACHAL PRADESH,2004,DV,4
ASSAM,2004,DV,1945
BIHAR,2004,DV,2679
CHHATTISGARH,2004,DV,741
GOA,2004,DV,17
GUJARAT,2004,DV,3955
HARYANA,2004,DV,2026
HIMACHAL PRADESH,2004,DV,252
JAMMU & KASHMIR,2004,DV,82
JHARKHAND,2004,DV,588
KARNATAKA,2004,DV,1588
KERALA,2004,DV,3222
MADHYA PRADESH,2004,DV,3436
MAHARASHTRA,2004,DV,5646
MANIPUR,2004,DV,2
MEGHALAYA,2004,DV,5
MIZORAM,2004,DV,0
NAGALAND,2004,DV,0
ODISHA,2004,DV,1192
PUNJAB,2004,DV,801
RAJASTHAN,2004,DV,6781
SIKKIM,2004,DV,1
TAMIL NADU,2004,DV,1437
TRIPURA,2004,DV,302
UTTAR PRADESH,2004,DV,4950
UTTARAKHAND,2004,DV,405
WEST BENGAL,2004,DV,6334
A & N ISLANDS,2004,DV,5
CHANDIGARH,2004,DV,73
D & N HAVELI,2004,DV,3
DAMAN & DIU,2004,DV,4
LAKSHADWEEP,2004,DV,1
PUDUCHERRY,2004,DV,2
ANDHRA PRADESH,2005,DV,8696
ARUNACHAL PRADESH,2005,DV,9
ASSAM,2005,DV,2206
BIHAR,2005,DV,1574
CHHATTISGARH,2005,DV,732
GOA,2005,DV,11
GUJARAT,2005,DV,4090
HARYANA,2005,DV,2075
HIMACHAL PRADESH,2005,DV,228
JAMMU & KASHMIR,2005,DV,76
JHARKHAND,2005,DV,590
KARNATAKA,2005,DV,1883
KERALA,2005,DV,3283
MADHYA PRADESH,2005,DV,2989
MAHARASHTRA,2005,DV,6233
MANIPUR,2005,DV,20
MEGHALAYA,2005,DV,3
MIZORAM,2005,DV,0
NAGALAND,2005,DV,0
ODISHA,2005,DV,1671
PUNJAB,2005,DV,729
RAJASTHAN,2005,DV,5997
SIKKIM,2005,DV,4
TAMIL NADU,2005,DV,1650
TRIPURA,2005,DV,439
UTTAR PRADESH,2005,DV,4505
UTTARAKHAND,2005,DV,272
WEST BENGAL,2005,DV,6936
A & N ISLANDS,2005,DV,5
CHANDIGARH,2005,DV,75
D & N HAVELI,2005,DV,5
DAMAN & DIU,2005,DV,3
LAKSHADWEEP,2005,DV,0
PUDUCHERRY,2005,DV,6
ANDHRA PRADESH,2006,DV,9164
ARUNACHAL PRADESH,2006,DV,14
ASSAM,2006,DV,2548
BIHAR,2006,DV,1689
CHHATTISGARH,2006,DV,717
GOA,2006,DV,14
GUJARAT,2006,DV,4977
HARYANA,2006,DV,2254
HIMACHAL PRADESH,2006,DV,259
JAMMU & KASHMIR,2006,DV,135
JHARKHAND,2006,DV,668
KARNATAKA,2006,DV,2129
KERALA,2006,DV,3708
MADHYA PRADESH,2006,DV,2989
MAHARASHTRA,2006,DV,6738
MANIPUR,2006,DV,10
MEGHALAYA,2006,DV,13
MIZORAM,2006,DV,1
NAGALAND,2006,DV,3
ODISHA,2006,DV,694
PUNJAB,2006,DV,801
RAJASTHAN,2006,DV,7038
SIKKIM,2006,DV,6
TAMIL NADU,2006,DV,1248
TRIPURA,2006,DV,471
UTTAR PRADESH,2006,DV,5204
UTTARAKHAND,2006,DV,358
WEST BENGAL,2006,DV,7414
A & N ISLANDS,2006,DV,7
CHANDIGARH,2006,DV,102
D & N HAVELI,2006,DV,5
DAMAN & DIU,2006,DV,2
LAKSHADWEEP,2006,DV,1
PUDUCHERRY,2006,DV,19
ANDHRA PRADESH,2007,DV,11335
ARUNACHAL PRADESH,2007,DV,20
ASSAM,2007,DV,3000
BIHAR,2007,DV,1635
CHHATTISGARH,2007,DV,824
GOA,2007,DV,14
GUJARAT,2007,DV,5827
HARYANA,2007,DV,2412
HIMACHAL PRADESH,2007,DV,342
JAMMU & KASHMIR,2007,DV,176
JHARKHAND,2007,DV,801
KARNATAKA,2007,DV,2507
KERALA,2007,DV,3999
MADHYA PRADESH,2007,DV,3294
MAHARASHTRA,2007,DV,7356
MANIPUR,2007,DV,15
MEGHALAYA,2007,DV,19
MIZORAM,2007,DV,2
NAGALAND,2007,DV,0
ODISHA,2007,DV,728
PUNJAB,2007,DV,971
RAJASTHAN,2007,DV,8170
SIKKIM,2007,DV,7
TAMIL NADU,2007,DV,1976
TRIPURA,2007,DV,545
UTTAR PRADESH,2007,DV,7650
UTTARAKHAND,2007,DV,463
WEST BENGAL,2007,DV,9900
A & N ISLANDS,2007,DV,18
CHANDIGARH,2007,DV,112
D & N HAVELI,2007,DV,3
DAMAN & DIU,2007,DV,3
LAKSHADWEEP,2007,DV,2
PUDUCHERRY,2007,DV,17
ANDHRA PRADESH,2008,DV,10306
ARUNACHAL PRADESH,2008,DV,13
ASSAM,2008,DV,3478
BIHAR,2008,DV,1992
CHHATTISGARH,2008,DV,897
GOA,2008,DV,12
GUJARAT,2008,DV,6094
HARYANA,2008,DV,2435
HIMACHAL PRADESH,2008,DV,343
JAMMU & KASHMIR,2008,DV,162
JHARKHAND,2008,DV,851
KARNATAKA,2008,DV,2638
KERALA,2008,DV,4138
MADHYA PRADESH,2008,DV,3185
MAHARASHTRA,2008,DV,7829
MANIPUR,2008,DV,28
MEGHALAYA,2008,DV,32
MIZORAM,2008,DV,5
NAGALAND,2008,DV,4
ODISHA,2008,DV,1618
PUNJAB,2008,DV,984
RAJASTHAN,2008,DV,8113
SIKKIM,2008,DV,5
TAMIL NADU,2008,DV,1648
TRIPURA,2008,DV,735
UTTAR PRADESH,2008,DV,8312
UTTARAKHAND,2008,DV,340
WEST BENGAL,2008,DV,13663
A & N ISLANDS,2008,DV,26
CHANDIGARH,2008,DV,49
D & N HAVELI,2008,DV,4
DAMAN & DIU,2008,DV,5
LAKSHADWEEP,2008,DV,1
PUDUCHERRY,2008,DV,12
ANDHRA PRADESH,2009,DV,11297
ARUNACHAL PRADESH,2009,DV,13
ASSAM,2009,DV,4398
BIHAR,2009,DV,2532
CHHATTISGARH,2009,DV,893
GOA,2009,DV,21
GUJARAT,2009,DV,5506
HARYANA,2009,DV,2617
HIMACHAL PRADESH,2009,DV,284
JAMMU & KASHMIR,2009,DV,196
JHARKHAND,2009,DV,710
KARNATAKA,2009,DV,3185
KERALA,2009,DV,4007
MADHYA PRADESH,2009,DV,3983
MAHARASHTRA,2009,DV,7681
MANIPUR,2009,DV,25
MEGHALAYA,2009,DV,24
MIZORAM,2009,DV,4
NAGALAND,2009,DV,0
ODISHA,2009,DV,2047
PUNJAB,2009,DV,1061
RAJASTHAN,2009,DV,10371
SIKKIM,2009,DV,6
TAMIL NADU,2009,DV,1460
TRIPURA,2009,DV,815
UTTAR PRADESH,2009,DV,8566
UTTARAKHAND,2009,DV,361
WEST BENGAL,2009,DV,16112
A & N ISLANDS,2009,DV,21
CHANDIGARH,2009,DV,51
D & N HAVELI,2009,DV,3
DAMAN & DIU,2009,DV,3
LAKSHADWEEP,2009,DV,0
PUDUCHERRY,2009,DV,10
ANDHRA PRADESH,2010,DV,12080
ARUNACHAL PRADESH,2010,DV,12
ASSAM,2010,DV,5410
BIHAR,2010,DV,2271
CHHATTISGARH,2010,DV,861
GOA,2010,DV,17
GUJARAT,2010,DV,5600
HARYANA,2010,DV,2720
HIMACHAL PRADESH,2010,DV,275
JAMMU & KASHMIR,2010,DV,211
JHARKHAND,2010,DV,650
KARNATAKA,2010,DV,3441
KERALA,2010,DV,4797
MADHYA PRADESH,2010,DV,3756
MAHARASHTRA,2010,DV,7434
MANIPUR,2010,DV,18
MEGHALAYA,2010,DV,24
MIZORAM,2010,DV,3
NAGALAND,2010,DV,1
ODISHA,2010,DV,2067
PUNJAB,2010,DV,1163
RAJASTHAN,2010,DV,11145
SIKKIM,2010,DV,3
TAMIL NADU,2010,DV,1570
TRIPURA,2010,DV,937
UTTAR PRADESH,2010,DV,7978
UTTARAKHAND,2010,DV,334
WEST BENGAL,2010,DV,17796
A & N ISLANDS,2010,DV,9
CHANDIGARH,2010,DV,41
D & N HAVELI,2010,DV,3
DAMAN & DIU,2010,DV,3
LAKSHADWEEP,2010,DV,0
PUDUCHERRY,2010,DV,7
Andhra Pradesh,2011,DV,13376
Arunachal Pradesh,2011,DV,18
Assam,2011,DV,5246
Bihar,2011,DV,2607
Chhattisgarh,2011,DV,834
Goa,2011,DV,18
Gujarat,2011,DV,6052
Haryana,2011,DV,2740
Himachal Pradesh,2011,DV,239
Jammu & Kashmir,2011,DV,286
Jharkhand,2011,DV,659
Karnataka,2011,DV,3712
Kerala,2011,DV,5377
Madhya Pradesh,2011,DV,3732
Maharashtra,2011,DV,7136
Manipur,2011,DV,39
Meghalaya,2011,DV,21
Mizoram,2011,DV,9
Nagaland,2011,DV,1
Odisha,2011,DV,2320
Punjab,2011,DV,1136
Rajasthan,2011,DV,12218
Sikkim,2011,DV,4
Tamil Nadu,2011,DV,1812
Telangana,2011,DV,0
Tripura,2011,DV,702
Uttar Pradesh,2011,DV,7121
Uttarakhand,2011,DV,307
West Bengal,2011,DV,19772
A & N Islands,2011,DV,5
Chandigarh,2011,DV,46
D&N Haveli,2011,DV,3
Daman & Diu,2011,DV,2
Delhi UT,2011,DV,1575
Lakshadweep,2011,DV,0
Puducherry,2011,DV,10
Andhra Pradesh,2012,DV,13389
Arunachal Pradesh,2012,DV,26
Assam,2012,DV,6407
Bihar,2012,DV,3686
Chhattisgarh,2012,DV,980
Goa,2012,DV,24
Gujarat,2012,DV,6658
Haryana,2012,DV,3137
Himachal Pradesh,2012,DV,251
Jammu & Kashmir,2012,DV,301
Jharkhand,2012,DV,1261
Karnataka,2012,DV,3684
Kerala,2012,DV,5216
Madhya Pradesh,2012,DV,3988
Maharashtra,2012,DV,7415
Manipur,2012,DV,43
Meghalaya,2012,DV,16
Mizoram,2012,DV,8
Nagaland,2012,DV,0
Odisha,2012,DV,2638
Punjab,2012,DV,1293
Rajasthan,2012,DV,13312
Sikkim,2012,DV,4
Tamil Nadu,2012,DV,1965
Telangana,2012,DV,0
Tripura,2012,DV,858
Uttar Pradesh,2012,DV,7661
Uttarakhand,2012,DV,368
West Bengal,2012,DV,19865
A & N Islands,2012,DV,5
Chandigarh,2012,DV,73
D&N Haveli,2012,DV,0
Daman & Diu,2012,DV,3
Delhi UT,2012,DV,1985
Lakshadweep,2012,DV,1
Puducherry,2012,DV,6
Andhra Pradesh,2013,DV,15084
Arunachal Pradesh,2013,DV,29
Assam,2013,DV,8636
Bihar,2013,DV,4533
Chhattisgarh,2013,DV,1181
Goa,2013,DV,40
Gujarat,2013,DV,7812
Haryana,2013,DV,3617
Himachal Pradesh,2013,DV,328
Jammu & Kashmir,2013,DV,428
Jharkhand,2013,DV,2084
Karnataka,2013,DV,3276
Kerala,2013,DV,4820
Madhya Pradesh,2013,DV,4988
Maharashtra,2013,DV,8542
Manipur,2013,DV,29
Meghalaya,2013,DV,23
Mizoram,2013,DV,5
Nagaland,2013,DV,4
Odisha,2013,DV,2792
Punjab,2013,DV,1741
Rajasthan,2013,DV,15094
Sikkim,2013,DV,5
Tamil Nadu,2013,DV,2471
Telangana,2013,DV,0
Tripura,2013,DV,827
Uttar Pradesh,2013,DV,8781
Uttarakhand,2013,DV,435
West Bengal,2013,DV,18116
A & N Islands,2013,DV,9
Chandigarh,2013,DV,92
D&N Haveli,2013,DV,1
Daman & Diu,2013,DV,2
Delhi UT,2013,DV,3033
Lakshadweep,2013,DV,0
Puducherry,2013,DV,8
Andhra Pradesh,2014,DV,6362
Arunachal Pradesh,2014,DV,42
Assam,2014,DV,9626
Bihar,2014,DV,4672
Chhattisgarh,2014,DV,964
Goa,2014,DV,35
Gujarat,2014,DV,5991
Haryana,2014,DV,3478
Himachal Pradesh,2014,DV,325
Jammu & Kashmir,2014,DV,467
Jharkhand,2014,DV,1462
Karnataka,2014,DV,3025
Kerala,2014,DV,4919
Madhya Pradesh,2014,DV,6451
Maharashtra,2014,DV,7696
Manipur,2014,DV,41
Meghalaya,2014,DV,42
Mizoram,2014,DV,8
Nagaland,2014,DV,3
Odisha,2014,DV,3114
Punjab,2014,DV,1681
Rajasthan,2014,DV,15905
Sikkim,2014,DV,5
Tamil Nadu,2014,DV,2103
Telangana,2014,DV,6369
Tripura,2014,DV,702
Uttar Pradesh,2014,DV,10471
Uttarakhand,2014,DV,301
West Bengal,2014,DV,23278
A & N Islands,2014,DV,14
